num_doc,wiki_text,viki_text
590,"El correo electrónico (en inglés: electronic mail, comúnmente abreviado e-mail o email) es un servicio de red que permite a los usuarios enviar y recibir mensajes mediante redes de comunicación electrónica.",El correo electrónico (o email) es un servicio de Internet que permite a las personas que tienen una dirección de correo electrónico (cuentas) enviar y recibir cartas electrónicas.
590,Existen diversos modos de obtener una cuenta de correo electrónico:,Existen varios formatos para direcciones de correo electrónico.
592,"Están formados por los restos de los alimentos que no son absorbidos por el aparato digestivo, tales como fibras y otros componentes que no son útiles para el ser en cuestión.",Son los restos de los alimentos no absorbidos por el aparato digestivo (como fibras y otros componentes que no son útiles para el ser en cuestión) y son expulsados por el ano al final de la digestión.
592,"Los excrementos, también denominados heces o materia fecal, son el conjunto de los desperdicios sólidos o líquidos que constituyen el producto final del proceso de la digestión.","Los excrementos son el conjunto de los desperdicios, generalmente sólidos o líquidos producto final del proceso de la digestión."
594,"También se lo puede encontrar en lugares muy altos como los Andes, el Himalaya en altitudes de más de 4000 msnm donde están los nevados.","El clima de las zonas más altas de las principales cordilleras del planeta se asemejan mucho al polar, pudiéndose dar en las cumbres del Himalaya, de los Andes o de las montañas de Alaska."
595,Palacio es el edificio utilizado como residencia del jefe de estado u otro magnate.,"Un palacio es una vivienda muy grande y lujosa, especialmente la que sirve de residencia para los reyes o jefes de estado."
596,"El London Eye ('Ojo de Londres'), también conocido como Millennium Wheel (la rueda del milenio'), es una noria-mirador de 135 m situada sobre el extremo occidental de los Jubilee Gardens, en el South Bank del Támesis, distrito londinense de Lambeth, entre los puentes de Westminster y Hungerford.","London Eye El London Eye en el 2009 El London Eye es una gran noria ubicada en el South Bank del río Támesis en Londres, Reino Unido."
596,"Finalizadas las obras en 1999 y abierto al público en marzo de 2000, fue la mayor del mundo hasta la apertura de la Estrella de Nanchang en mayo de 2006 y la posterior Singapore Flyer en 2008.","Cuando fue abierta al público en el año 2000 era la noria más alta del mundo, hasta que fue superada por otras más altas como la Estrella de Nanchang (con 160 metros de altura) en 2006, por el Singapore Flyer (con 165 metros de altura) en 2008, y por el High Roller de Las Vegas (con 168 metros de altura) en 2014."
597,"Es una herramienta fundamental en astronomía, y cada desarrollo o perfeccionamiento de este instrumento ha permitido avances en nuestra comprensión del Universo.",Es una herramienta fundamental para la astronomía.
597,"Galileo Galilei, al recibir noticias de este invento, decidió diseñar y construir uno.",El físico y astrónomo Galileo Galilei tuvo noticias de este invento y decidió crear el suyo propio.
597,"Invento Históricamente, se atribuye su invención a Hans Lippershey en el año 1592, un fabricante de lentes alemán, pero recientes investigaciones del informático Nick Pelling divulgadas en la revista británica History Today, atribuyen la autoría a un gerundense llamado Juan Roget en 1590, cuyo invento habría sido copiado (según esta investigación) por Zacharias Janssen, quien el día 17 de octubre (dos semanas después de que lo patentara Lippershey) intentó patentarlo.","Generalmente, se atribuye su invención a Hans Lipershey, un fabricante aleman de lentes, alrededor de 1608."
597,"Se denomina telescopio (del prefijo tele- y el sufijo -scopio, y estos del prefijo griego τηλε- tele-, ‘lejos’, y la raíz griega σκοπ- skop-, ‘ver’) al instrumento óptico que permite observar objetos lejanos con mucho más detalle que a simple vista al captar radiación electromagnética, tal como la luz.",Telescopio Se denomina telescopio a cualquier herramienta o instrumento óptico que permite ver objetos lejanos con mucho más detalle que a simple vista.
598,"En física nuclear, fusión nuclear es el proceso por el cual varios núcleos atómicos de carga similar se unen y forman un núcleo más pesado.",La fusión nuclear es el proceso de convertir en un solo núcleo dos núcleos más ligeros. Este proceso se llama reacción nuclear.
598,"En la naturaleza ocurre fusión nuclear en las estrellas, incluido el Sol.","La fusión sucede en el centro de las estrellas, como el Sol."
599,También son comunes los juegos construidos a partir de múltiples tablas de Sudoku.,"También se han realizado libros que contienen colecciones de puzzles, así como generadores de internet de Sudoku (programas de computadora que genera sudokus)"
600,"La gimnasia rítmica es una disciplina olímpica en la que se combinan elementos de ballet, gimnasia, danza y el uso de diversos aparatos como la cuerda, el aro, la pelota, las mazas y la cinta.","La gimnasia es un deporte que implica la realización de ejercicios que requieren fuerza, flexibilidad, equilibrio y control."
602,"La trompeta es un instrumento musical de viento, perteneciente a la familia de los instrumentos de viento metal o metales, fabricado en aleación de metal.",La trompeta es un instrumento de viento metálico.
603,"Según los productos finales, existen diversos tipos de fermentación.",Estos productos finales son los que caracterizan los diversos tipos de fermentaciones.
604,"* Zonas hiperáridas: Son tan secas que a veces no llueve durante años. Estas abarcan el 4 % de la superficie terrestre, (especialmente en el desierto de Atacama y desierto Antártico). Su oscilación térmica diaria puede llegar a superar los 20 grados Celsius.","Los desiertos suelen ser muy calurosos de día en los que normalmente llegan a superar los 40 grados centígrados, de noche suelen descender en ocasiones a temperaturas menores a los cero grados centígrados."
605,"El Río San Francisco es un corto río en la provincia de Córdoba, Argentina.",Río San Francisco (Córdoba)
606,"El níquel es un elemento químico cuyo número atómico es 28 y su símbolo es Ni, situado en el grupo 10 de la tabla periódica de los elementos. Papel biológico",El níquel es un elemento químico. Su símbolo es Ni y su número atómico es el 28.
607,"Dublín (en irlandés: Baile Átha Cliath, AFI: bˠalʲə aːha klʲiəh, o población del vado de cañizo; en inglés: Dublin, AFI: ˈdʌblɪn) es la capital de la República de Irlanda y ciudad más poblada de la isla.",Diferentes sitios de Dublín. Dublin es la capital de Irlanda y la ciudad más grande de ese país.
608,"# La luna simboliza la familia, la estabilidad emocional y la imaginación.","La luna: representa los orígenes, las emociones y la imaginación."
608,"# Mercurio la mente racional, la inteligencia y la forma de comunicar.","Mercurio: representa la mente, la lógica y el razonamiento. Mercurio representa la comunicación de ideas."
608,"# Neptuno la intuición, la disolución y la parte espiritual.","Neptuno: representa la intuición, la espiritualidad, la falta de ego."
608,"# Saturno la ley, la restricción y la disciplina.","Saturno: representa la limitación, la estructura, el trabajo y la disciplina."
608,"# Venus la belleza, las relaciones y la feminidad.","Venus: representa la belleza, la estética, las relaciones y la afectividad."
608,"En astrología cada planeta tiene varios significados, dependiendo del área existencial que se enfoque.","Cada planeta, en su trayecto, focaliza su energía en aquel signo en el que se encuentre"
608,"La carta astral, también llamada carta natal, mapa natal, radix, natividad u horóscopo es un diagrama usado por los astrólogos que representan desde una perceptiva geocéntrica, las posiciones planetarias en relación a su emplazamiento en signos y las casas astrologías que ocuparon en determinado lugar (latitud y longitud) y tiempo (Hora sidérea Local) con la finalidad realizar bajo un cierto número de técnicas.","La carta natal, o carta astral, es una representación de dónde se situaban los astros en el momento de nacimiento de cualquier evento, comúnmente de personas."
610,"La Copa Mundial de la FIFA Catar 2022 (2022 FIFA World Cup Qatar y بطولة كأس العالم لكرة القدم en inglés y árabe, respectivamente) será la XXII edición de la Copa Mundial de Fútbol.",Copa Mundial de Fútbol de 2022 La Copa Mundial de la FIFA Catar 2022 será la XXII edición de la Copa Mundial de Fútbol.
612,"En Gibraltar, al contrario que en la mayoría de los territorios británicos, es obligatorio circular por la derecha, ya que comparte frontera con España.","A pesar de ser un territorio dependiente de la Gran Bretaña, en Gibraltar el idioma más hablado es el español."
613,"Jason Bourne, tal fue el título de la película, fue estrenada el 29 de julio de 2016 en Estados Unidos.","El primer tráiler de la película se emitió el 7 de febrero de 2016 durante la Super Bowl 50, en la cual también se reveló el título de la película, el cual es simplemente Jason Bourne."
613,"Matt Damon y dimisión en la saga Tras trabajar en las tres primeras películas de la Saga Bourne, ésta cambió de director, algo que no sentó nada bien al protagonista que da vida a Jason Bourne (Matt Damon) y que decidió no volver a protagonizar ningún trabajo sobre Bourne hasta que el antiguo director, Paul Greengrass, volviera a ponerse al mando de la saga.","Jason Bourne es una película estadounidense de acción, espionaje y suspenso dirigida por Paul Greengrass y escrita por Paul Greengrass, Matt Damon y Christopher Rouse."
614,"La capital de las Islas Baleares y de la isla de Mallorca es la ciudad de Palma, también llamada Ciutat.",La capital de las islas Baleares y de la isla de Mallorca es en la ciudad] de Palma.
615,"La peste negra, peste bubónica o muerte negra fue una pandemia de peste que asoló Europa durante el siglo XIV y era transmitida por unas pulgas transportadas por ratas.","La peste bubónica, llamada ""peste negra"" fue una plaga que azotó Europa durante el sigo XIV y provocó miles de muertes en todas las ciudades europeas."
616,* Es un importante estabilizador: se utiliza en los vehículos para darle un mayor agarre en las llantas y así tener una mayor capacidad de carburos en la fabricación de aceros.,Es un importante estabilizador en la utilización de los autos para darle un mayor agarre en las llantas y así tener una mayor capacidad de carburos en la fabricación de aceros.
616,"* Se emplea en acero inoxidable usado en instrumentos quirúrgicos y herramientas, en aceros resistentes a la corrosión, y mezclado con aluminio en aleaciones de titanio empleadas en motores de reacción.",Se emplea en acero inoxidable usado en instrumentos quirúrgicos y herramientas.
616,El vanadio es un elemento químico de número atómico 23 situado en el grupo 5 de la tabla periódica de los elementos.,El vanadio es un elemento químico. Su símbolo es V y su número atómico es el 23 (está situado en el grupo 4 de la tabla periódica).
616,"Lo llamó vanadio en honor a la diosa escandinava Vanadis, nombre que oficialmente mantiene hasta la fecha, debido a los numerosos compuestos químicos de colores que produce.","El nombre vanadio proviene de Vanadis, la diosa escandinava de la belleza y de la juventud."
617,"El Avtomat Kalashnikova modelo 1947 (del ruso Автомат Калашникова образца 1947 года), más conocido por su acrónimo, AK-47 por el nombre de su creador y la fecha en la que la creó, es un fusil de asalto soviético, de calibre 7,62 mm, diseñado por Mijaíl Kaláshnikov, combatiente ruso durante la Segunda Guerra Mundial.","AK-47 El AK-47 original soviético La Avtomat Kalashnikova 1947, o la AK-47 (Автома́т Кала́шникова en ruso) es un rifle de asalto automático operado con gas de origen soviético diseñado por Mikhail Kalashnikov desde 1946 hasta 1948."
618,* Agujeros negros de masa estelar: Se forman cuando una estrella de más de 30-70 masas solares se convierte en supernova e implosiona.,"Un agujero negro se produce cuando una estrella de gran cantidad de masa explota, y su energía se desvanece."
618,"Un agujero negro es una región finita del espacio en cuyo interior existe una concentración de masa lo suficientemente elevada como para generar un campo gravitatorio tal que ninguna partícula material, ni siquiera la luz, puede escapar de ella.",El agujero negro es una concentración de masa en la que se forma un campo gravitatorio.
619,"La PlayStation Portable o PSP es una videoconsola portátil de la multinacional de origen japonés, Sony Computer Entertainment, para videojuegos y multimedia.","La PlayStation Portable, o PSP, es una videoconsola portátil de la familia PlayStation de Sony lanzada en 2004."
620,"A estos cromosomas se les llama cromosomas sexuales o heterocromosomas e incluso gonosomas, porque determinan el sexo. * Sistema de determinación XY: es propio del ser humano y muchos otros animales. Las hembras, siendo XX, darán gametos iguales con cromosoma X, sexo homogamético y los machos, siendo XY, darán dos tipos de gametos, uno con el cromosoma X y otro con el cromosoma Y. La probabilidad de que en la fecundación, al unirse los gametos, resulte una combinación XX (hembra) o XY (macho) es aproximadamente del 50 %.",En este caso se trata del esquema correspondiente a un macho (cromosomas XY)
620,"En organismos con reproducción sexual, uno de los miembros del par de cromosomas homólogos proviene de la madre (a través del óvulo) y el otro del padre (a través del espermatozoide).",Los cromosomas se encuentran formando pares: un conjunto de la madre y el otro conjunto del padre.
620,"La cromatina, organizada en cromosomas, se encuentra en el núcleo de las células eucariotas y se visualiza como una maraña de hebras delgadas.","Un cromosoma es una estructura que se encuentra en el núcleo de las células eucariotas, formada por una proteína llamda cromatina que contiene los genes."
620,"Se puede advertir, también, que cada cromosoma tiene una estructura doble, con dos cromátidas hermanas que yacen paralelas entre sí y unidas por un único centrómero.",Cada cromosoma contiene muchos genes y está formado por dos cromátidas unidas por el centrómero.
621,"Un número, en ciencia, es una abstracción que representa una cantidad o una magnitud.","En matemáticas, un número es cualquier símbolo que representa alguna cantidad, no importando qué tan chica o grande sea ésta cantidad."
622,Es una de las bebidas fermentadas más populares de México.,Bebidas alcohólicas no destiladas indígenas de México».
623,Se llama cangrejos a diversos crustáceos del orden de los decápodos.,El cangrejo es un animalinvertebrado de la familia de los crustáceos.
626,"*Bioquímica estructural: es un área de la bioquímica que pretende comprender la arquitectura química de las macromoléculas biológicas, especialmente de las proteínas y de los ácidos nucleicos (DNA y RNA).",La primera es estructural: constituyen muchas de las estructuras clave de las células y los tejidos.
626,El ADN reside en el núcleo.,El ARN actúa para hacer que la información del ADN funcione dentro de las células del cuerpo.
628,"Propiedades de los metales Los metales poseen propiedades físicas características, entre ellas son conductores de la electricidad.",Algunas características de los metales son:
628,Se denominan metales a los elementos químicos caracterizados por ser buenos conductores del calor y la electricidad. Poseen alta densidad y son sólidos a temperatura ambiente (excepto el mercurio); sus sales forman iones electropositivos (cationes) en disolución.,Se denominan metales a los elementos químicos caracterizados por ser buenos conductores del calor y la electricidad y la mayoría son sólidos a temperaturas ambiente (excepto el mercurio).
629,"por lo cual le llamaban «Jesús Cristo», que quiere decir «Jesús, el Mesías» (en hebreo: Yeshua Ha'Mashiaj), o bien, en su uso recíproco: «Cristo Jesús» («El Mesías Jesús»). El título «Cristo» también se encuentra dentro del nombre personal «Jesucristo», y se menciona como un sinónimo de Jesús de Nazaret en la fe cristiana, que lo considera salvador y redentor de los hombres, el «Verbo» (o Palabra) de Dios encarnado y «el Hijo unigénito de Dios».","Jesús de Nazaret, conocido también con los nombres de Cristo Jesús, Jesús Cristo, Jesucristo, Cristo o simplemente Jesús (Belén, Judea, Imperio romano; cerca de 4 a. C. - Jerusalén, Imperio romano; 30-33 d. C.), fue un predicador y profeta judío que vivió en la provincia romana de Judea en el siglo I d. C. Es considerado, en la religión cristiana, como el Hijo de Dios y que es la encarnación misma del Dios mismo, y que él es su padre."
630,"El Campeonato FIA GT fue la categoría oficial de la FIA de la especialidad, actualmente denominada Blancpain Sprint Series.",La FIA GT GP (Gran Turismo Grand Prix) ha sido unas de las carreras de autos más conocidas hoy en día.
630,El automovilismo es el deporte que se practica con automóviles.,Las carreras de autos (también conocidas como carreras de automóviles) son deportes de motor que involucran carreras para competir.
630,"En Europa se disputa la European Le Mans Series. Los GT y sport prototipos también se usan en carreras sprint, de menos de dos horas de duración.","Las carreras europeas finalmente se convirtieron en las series de Le Mans estrechamente relacionadas, en las que se combinan prototipos y GT."
630,"Imitando a Le Mans, se crearon en América del Norte dos categorías similares: la Grand-Am Rolex Sports Car Series y la American Le Mans Series, que luego se fusionaron en el IMSA SportsCar Championship.","La Serie IMSA GT evolucionó a la Serie American Le Mans, que tuvo su primera temporada en 1998."
631,"Aun así son una de las principales causas de enfermedad y mortalidad humana, causando infecciones tales como el tétanos, la fiebre tifoidea, la difteria, la sífilis, el cólera, intoxicaciones alimentarias, la lepra y la tuberculosis.","Otras de esta especie originan tétanos, fiebre tifoidea, difteria, cólera, intoxicaciones con alimentos, lepra, entre otras enfermedades."
631,Estructura de la célula bacteriana Las bacterias son organismos relativamente sencillos.,La estructura de las bacterias es simple.
631,"Las bacterias son microorganismos procariotas que presentan un tamaño de unos pocos micrómetros (por lo general entre 0,5 y 5 μm de longitud) y diversas formas, incluyendo filamentos, esferas (cocos), barras (bacilos), sacacorchos (vibrios) y hélices (espirilos). Las bacterias son células procariotas, por lo que, a diferencia de las células eucariotas (de animales, plantas, hongos, etc.), no tienen el núcleo definido ni presentan, en general, orgánulos membranosos internos.","Las bacterias son microorganismos unicelulares procariotas que no tienen núcleo ni orgánulos metabólicos específicos. Presentan un tamaño de algunos micrómetros de largo (entre 0,5 y 5 μm, por lo general) y presentan diversas formas: esferas, barras, hélices, etc."
631,"Los organismos quimiotrofos usan donadores de electrones para la conservación de energía (durante la respiración aerobia, anaerobia y la fermentación) y para las reacciones biosintéticas (por ejemplo, para la fijación del dióxido de carbono), mientras que los organismos fototrofos los utilizan únicamente con propósitos biosintéticos.","Asimismo unas necesitan del aire para vivir, y por ello son llamadas aerobias (del griego, air, aire, y bios, vida), mientras que las que el oxígeno mata son denominadas anaerobias."
631,Se estima que se pueden encontrar en torno a 40 millones de células bacterianas en un gramo de tierra y un millón de células bacterianas en un mililitro de agua dulce.,Se estima que se pueden encontrar en torno a un millón de células bacterianas en un mililitro de agua dulce.
632,"Anteriormente, la compañía se mostraba hostil contra este mercado, puesto que el entonces presidente Satoru Iwata decía que ""Nintendo tendría que cerrar"" y perder su identidad si intentaban entrar en él.","Anteriormente, la compañía había dudado sobre este mercado, y el entonces presidente Satoru Iwata consideró que ""dejarían de ser Nintendo"" y perderían su identidad si intentaban ingresar a él."
632,El desarrollo de la Switch continuó la estrategia del océano azul de Nintendo para el competitivo mercado de las consolas.,"Este enfoque continuó la estrategia del océano azul de Nintendo para el competitivo mercado de las consolas, ya que en lugar de competir característica por característica con las otras consolas, establecerían dispositivos únicos y difíciles de copiar."
632,"La Switch ofrece conectividad inalámbrica 802.11ac. Hasta ocho consolas Switch se pueden conectar a una red ad hoc inalámbrica con un sólo cartucho para partidas de multijugador local, y múltiples jugadores pueden conectar con sus propias consolas conectadas.","El software de Nintendo Switch admite juegos en línea a través de la conectividad a Internet, así como la conectividad ad hoc inalámbrica local con otras consolas."
632,La compra y descarga de juegos se realiza en cualquier Switch a través de la eShop.,Los juegos y software de Nintendo Switch están disponibles en cartuchos ROM físicos basados ​​en flash y distribución digital a través de Nintendo eShop; el sistema no tiene bloqueo de región.
632,"Los mandos se pueden utilizar de cuatro maneras diferentes: enganchados a la consola Switch por los lados, retirados y utilizados por separado por un solo jugador en cada mano (parecido al Wii Remote y al Nunchuk), enganchado al apoyo de los Joy-Con para ofrecer una forma parecida a los mandos clásicos habituales o utilizado individualmente por dos jugadores.","También se pueden conectar a un accesorio de agarre para proporcionar una forma de control de juego de consola doméstica tradicional, o se pueden usar individualmente en la mano como el Wii Remote y Nunchuk, que admiten modos multijugador local."
632,"Nintendo Switch (ニンテンドー スイッチ Nintendō suitchi) es la séptima consola de videojuegos principal desarrollada por Nintendo. Conocida en el desarrollo por su nombre código «NX», se dio a conocer en octubre de 2016 y fue lanzada mundialmente el 3 de marzo de 2017.","Nintendo Switch es una consola de videojuegos, desarrollada por Nintendo, lanzada en todo el mundo en la mayoría de las regiones el 3 de marzo de 2017."
632,Nintendo considera a Switch una consola híbrida. Se puede utilizar como consola de sobremesa con la unidad principal insertada en una estación de acoplamiento para conectarla con un televisor.,Es la primera consola híbrida que se puede usar como consola doméstica o como dispositivo portátil.
632,"Nintendo sufrió en 2014 una de las peores pérdidas económicas de su historia actual, atribuidas a las pocas ventas de hardware contra la industria de los móviles.",El New York Times atribuyó la reducción de las previsiones financieras de Nintendo en 2014 a las débiles ventas de hardware frente a los juegos móviles.
632,"Tres años antes al anuncio de la Switch, Iwata, Tatsumi Kimishima (entonces, director), Genyo Takeda (asesor de tecnología) y Shigeru Miyamoto (entonces, ejecutivo sénior) diseñaron una estrategia para revitalizar el modelo de industria de Nintendo, y esto incluía entrar en el mercado de los móviles, crear nuevo software y ""maximizar su propiedad intelectual"" Poco antes de su muerte, Iwata hizo una alianza de mercado con la proveedora de servicios para móviles japonesa DeNA para desarrollar aplicaciones de móviles basadas en las primeras marcas de Nintendo, creyendo que esta aproximación no pondría en un compromiso su integridad.","[Aproximadamente tres años antes del anuncio de Switch, Iwata, Tatsumi Kimishima, Genyo Takeda y Shigeru Miyamoto diseñaron una estrategia para revitalizar el modelo comercial de Nintendo, que incluía acercarse al mercado móvil, crear nuevo hardware y ""maximizar [su] propiedad intelectual"". Antes de su muerte, Iwata pudo asegurar una alianza comercial con el proveedor móvil japonés DeNA para desarrollar títulos móviles basados ​​en las franquicias propias de Nintendo, creyendo que este enfoque no comprometería su integridad."
633,"El torio pertenece a la familia de las sustancias radiactivas, si bien su periodo de semidesintegración es extremadamente largo.","El torio pertenece a la familia de las substancias radiactivas, lo que significa que su núcleo es inestable y que en un lapso de tiempo más o menos largo se transforma en otro elemento."
633,En estado puro es un metal blando de color blanco-plata que se oxida lentamente.,"El torio en estado puro, es un metal blanco-plateado que se oxida con mucha lentitud."
633,"Si se tritura finamente y se calienta, arde y emite luz blanca.","Si se reduce a un polvo muy fino y se calienta, arde emitiendo una luz blanca deslumbrante."
634,"Desde el punto de vista de la teoría clásica, la combustión se refiere a las reacciones de oxidación, que se producen de forma rápida, de materiales llamados combustibles, formados fundamentalmente por carbono (C) e hidrógeno (H) y en algunos casos por azufre (S), en presencia de oxígeno, denominado el comburente y con gran desprendimiento de calor.","En toda combustión existe un elemento que arde (combustible) y otro que produce la combustión (comburente), generalmente oxígeno en forma de O2 gaseoso."
634,"La combustión (del latín combustio, -onis), en sentido amplio, puede entenderse toda reacción química, relativamente rápida, de carácter notablemente exotérmico, que se desarrolle en fase gaseosa o heterogénea (líquido-gas, sólido-gas), sin exigir necesariamente la presencia de oxígeno, con o sin manifestación del tipo de llamas o de radiaciones visibles.",La combustión es una reacción química en la cual generalmente se desprende una gran cantidad de calor y luz.
635,"Después de la derrota de los Blancos a finales de 1920, la paz volvió realmente a Rusia solamente en 1921-1922, tras el aplastamiento de las grandes rebeliones campesinas como la conducida por el socialrevolucionario Antonov en Tambov a mediados de 1921, la destrucción de los ejércitos verdes (tiempo atrás dueños de territorios inmensos, como en Siberia oriental, donde controlaron hasta un millón de km²) y el compromiso de la NEP (marzo de 1921), aprobada por el régimen bolchevique y los campesinos. Minorías nacionales contra los rusos Desde finales de 1917, animadas por el «decreto de las nacionalidades», que preveía la posibilidad de separarse de Rusia, Finlandia y Polonia proclamaron su independencia. En Ucrania, la Rada (consejo) de Kiev le confió desde 1917 al socialista y nacionalista Symon Petlyura la constitución de un ejército nacional, y rompió con Moscú tras la Revolución de Octubre.","No es hasta la caída del zarismo en plena primera guerra mundial cuando se impone un gobierno provisional de corte burguesa en febrero del año 1917 cuando los revolucionarios de los partidos de izquierdas como los bolcheviques consiguen agitar las masas del pueblo ruso, llegando así en octubre de ese año al derrocamiento del gobierno burgués que no daba ningún cambio al zarista cuando triunfó la revolución del proletariado."
635,"En 1905, tuvo lugar una primera revolución tras la derrota rusa ante Japón en la guerra ruso-japonesa.","La revolución rusa empieza cuando, en 1905, grandes protestas ocupan las calles de la antigua Petrogrado."
636,"Aunque es producida por varios grupos de animales artrópodos, como las arañas y varios tipos de insectos, en la actualidad sólo la seda producida por las larvas de la mariposa Bombyx mori - el «gusano de seda»- se emplea en la fabricación industrial textil.","Entre ellos, solo las orugas de la especie Bombyx mori y algunas otras especies, como la bombyx éri, producen un hilo que es flexible y lo suficientemente fuerte como para ser utilizado como textil."
636,La mayoría de las orugas son cocidas en agua hirviendo y retiradas cuidadosamente de su capullo; a algunas se les permite metamorfosearse en polillas para criar así a la próxima generación de orugas.,"Cuando se forman los capullos, los criadores conservan una parte de ellos para su reproducción. Todos los demás capullos se introducen en agua hirviendo para matar la pupa que contienen. Así se puede desenrollar su seda intacta."
636,Los huevos eclosionan y las orugas (gusanos de seda) son alimentadas con hojas frescas de morera. Después de unos 35 días y 4 mudas de piel las orugas son 10.000 veces más pesadas que cuando nacieron y ya son capaces de comenzar a hilar un capullo.,"Los huevos de la hembra de la polilla bombyx eclosionan después de 10 meses. Las pequeñas orugas devoran tales cantidades de hojas que en un mes alcanzan 20 veces su tamaño de nacimiento y 8,000 veces su peso. En el día 33, su instinto de orugas las empuja a preparar su metamorfosis y convertirse en una mariposa."
637,Como perro de trabajo Caza Los beagles fueron desarrollados principalmente para cazar liebres y conejos.,La raza Beagle es un perro sabueso que se utilizaba antiguamente para los experimentos con animales.
637,"Los beagles son la raza de perro que más se utiliza en el Reino Unido en el campo de la experimentación con animales, debido a su talla y su naturaleza pasiva.",Los Beagles son por su propia naturaleza y por su pequeño tamaño adecuados para experimentos.
637,Tienen una altura de entre 33 y 41 cm hasta la cruz y pesan entre 8 y 16 kg; las hembras son por lo general ligeramente más pequeñas que los machos.,33-41 cm de altura Peso 8-16 kg
638,"* Geografía de la novela, Fondo de Cultura Económica, México, 1993.",Geografía de la novela (1993)
638,* La frontera de cristal.,La frontera de cristal.
638,* Orquídeas a la luz de la luna.,Orquídeas a la luz de la luna.
638,"* Todos los gatos son pardos, Siglo Veintiuno Editores, México, 1970",Todos los gatos son pardos (1970)
638,* Tres discursos para dos aldeas.,Tres discursos para dos aldeas.(1993)
638,Una novela en nueve cuentos (1995) 2.,Una novela en nueve cuentos (1995)
639,Colinda con los pueblos de Santiago Tulyehualco y San Antonio Tecomitl.,"Ixtayopan está ubicada en una milpa rodeada de cerros, excepto por uno de sus lados, que es el camino que lleva a San Antonio Tecómitl y a lo que antaño eran los pueblos ribereños, como San Juan Ixtayopan y Santiago Tulyehualco."
639,La Iglesia y la Plaza de la Soledad son dos elementos arquitectónicos importantes.,Plaza de la Soledad: La Iglesia y la Plaza de la Soledad son dos elementos arquitectónicos importantes.
639,"La Plaza fue construida originalmente en el siglo XVI y, de acuerdo a la tradición popular, se edificó en honor de la Virgen de la Soledad, misma que se venera en el estado de Puebla.","La Plaza fue construida originalmente en el siglo XVII y, de acuerdo a la tradición popular, se edificó en honor de la Virgen de la Soledad."
639,Los Olivos Centenarios es un parque de convivencia familiar.,Parque de los Olivos: Los Olivos Centenarios es un parque de convivencia familiar.
639,San Juan Ixtayopan es una zona importante de hallazgos arqueológicos.,Museo de Sitio: San Juan Ixtayopan es una zona importante de hallazgos arqueológicos.
639,San Juan Ixtayopan es uno de los siete pueblos originarios de la delegación Tláhuac en el Distrito Federal (México).,La localidad de San Juan Ixtayopan está situada en el Municipio de Tláhuac (en el Distrito Federal).
640,"En la qibla (generalmente en su centro), se encuentra el miḥrāb, una hornacina en el muro.","En el centro del muro que está en dirección a la Meca, llamado Kliba, se encuentra el mihrab que es el lugar destinado al iman o director de la oración."
641,"Es comparativamente delgada, con un espesor que varía de 5 km, en el fondo oceánico, hasta 70 km en las zonas montañosas activas de los continentes.","Es comparativamente fina, con un espesor que varía de 7 km, en el fondo oceánico, hasta 70 km en las zonas montañosas de los continentes."
641,Es más delgada que la continental y se reconocen en ella tres niveles.,Es más delgada que la continental.
641,La corteza oceánica cubre aproximadamente el 55 % de la superficie planetaria.,La corteza oceánica cubre aproximadamente el 75% de la superficie planetaria.
641,"La corteza terrestre es la zona más externa de la estructura concéntrica de la geosfera, la parte sólida de la Tierra.",La corteza terrestre es la capa rocosa externa de la Tierra.
642,"Con casi 245 000 habitantes (2007), Chemnitz es la tercera ciudad más grande del estado después de Leipzig y Dresde.",Chemnitz es la tercera ciudad de Sachsen.
643,"El Amazonas transporta más agua que el Misisipi, el Nilo y el Yangtze juntos; su área de drenaje o cuenca es asimismo la mayor del mundo.","Lleva más agua que el río Mississipi, el Nilo y el río Yang-Tseu-Kiang juntos."
643,"El Amazonas y sus múltiples tributarios fluyen lentamente a través del área, debido al extremadamente plano gradiente: Manaos, a 1.600 km del Atlántico, sólo está a 44 msnm.","El Amazonas, que es muy profundo, es navegable por grandes barcos hasta la ciudad de Manaus a 2000 kilómetros de su desembocadura."
643,"En el año 2010, finalmente, se confirmó que era el río más largo del mundo, con 7062 km de longitud desde su nacimiento en la Quebrada de Apacheta, región de Arequipa, Perú.",Es uno de los ríos más largos del mundo (más o menos 6800 kilómetros) y el que más agua tiene.
643,"La voz Amazonas proviene de río de las Amazonas, dado al Marañón por Francisco de Orellana luego de enfrentarse a una etnia local en la cual hombres y mujeres se defendían por igual. Orellana derivó el nombre del mito griego de las guerreras amazonas de Asia y África, narrado por Heródoto y Diodoro.","El nombre de Amazonas le fue dado por el explorador español Orellana, quien alrededor de 1540, luchó en las orillas del río, contra indígenas con el pelo largo (que él equiparó con las amazonas, guerreras de la antigua Grecia)."
644,"Por ejemplo, es habitual en Occidente que el uso y comercio del alcohol, el tabaco y los estimulantes cafeínicos sean legales fuera del ámbito de la medicina.","Hoy en dia, las drogas que se permiten comercializar e ingerir en muchos países son el alcohol y la nicotina del tabaco"
645,"Construyó su casa allí, que con el tiempo llegó a conocerse como Monticello.","Estudió en muchas escuelas y él mismo diseñó su casa, llamada Monticello."
