num_doc,wiki_text,viki_text
34,"El cant de la senyera ha esdevingut un símbol en contra de la repressió del catalanisme arran dels fets del Palau de la Música, que es van produir el 19 de maig de 1960 durant l'homenatge del centenari del naixement del poeta català Joan Maragall amb presència de ministres de Franco.","Durant el franquisme, Franco va prohibir que es cantés el Cant de la Senyera. Però el 19 de maig de 1960, el públic d'un concert al Palau de la Música es va posar a cantar-lo."
34,"Entre els diversos detinguts hi havia el futur president de la Generalitat de Catalunya, Jordi Pujol, que tot i no ser al Palau era un dels organitzadors de la protesta i va ser sotmès a un consell de guerra i va anar a la presó.","Jordi Pujol, que uns anys més tard es va convertir en president de la Generalitat, va ser detingut i tancat a la presó."
35,"Ara bé, les emissions de TV3 van començar de manera experimental el 10 de setembre de 1983 en un local del carrer Numància, i de manera regular el 16 de gener de 1984, moment en què també va començar a emetre els Telenotícies.",La primera emissió de la TV3 va ser el 10 de setembre del 1983.
37,"A 13 km de profunditat, el seu fons és el punt més baix de la superfície lunar.",La gravetat a la Lluna és un sisè de la gravetat terrestre.
37,"De la mateixa manera, d'aquí a centenars de milions d'anys, la Lluna no serà capaç de cobrir completament el Sol i mai tindran lloc eclipsis solars totals. Com que l'òrbita de la Lluna al voltant de la Terra té una inclinació d'uns 5° respecte a l'òrbita de la Terra al voltant del Sol, els eclipsis no tenen lloc en totes les llunes nova i plena.","Aquesta persona també podria caure malament a la Lluna i no ferir-se en absolut, perquè la gravetat de la Lluna no estiraria tan fort com ho fa la gravetat de la Terra."
37,"Efectes com la lluna cendrosa són perceptibles en els primers i últims dies del cicle lunar quan la part de la Lluna il·luminada pel Sol que es pot veure des de la Terra és molt petita o imperceptible. La llum que fa que veiem part de la Lluna no il·luminada pel Sol directament és la que reflecteix la Terra (que té una albedo de 0,39) cap a la Lluna.","a la Lluna, com que no hi ha atmosfera, el cel es veu negre, fins i tot durant el que la Lluna és més petita en mida, té menys gravetat que la Terra ."
37,El posterior desembarcament dels primers éssers humans a la Lluna el 1969 és vist per molts com la culminació de la carrera espacial.,Els humans finalment van aterrar-hi el 21 de juny del 1969.
37,"Etimologia En català, el nom propi del satèl·lit natural de la Terra és «la Lluna».",La Lluna és el nom de la lluna de la Terra.
37,"La Lluna es troba en rotació síncrona amb la Terra: sempre li mostra la mateixa cara, amb la seva cara visible marcada pels foscs mars volcànics que emplenen les valls entre els brillants altiplans de l'escorça i els prominents cràters d'impacte. És l'objecte més lluminós del cel després del Sol.",La Lluna vista des de la Terra.
37,"La característica topogràfica més visible de la Lluna és la conca Pol sud-Aitken de la cara oculta, d'uns 2.240 km de diàmetre: el cràter més gran de la Lluna i el cràter més gran conegut del sistema solar.","La Lluna és realment molt gran, al voltant d'un quart de la mida del món, però com que està molt lluny es veu molt petita."
37,Neil Armstrong es va convertir en la primera persona a caminar sobre la Lluna com el comandant de la missió nord-americana Apollo 11 posant els peus sobre la Lluna a les 02:56 UTC del 21 de juliol del 1969.,"Els astronautes Neil Armstrong, Buzz Aldrin, van aterrar la seva sonda espacial (l'Eagle) a la superfície de la Lluna."
38,* Sistema muscular: Format pels músculs els quals s'uneixen als ossos i per tant en contreure's provoquen el moviment del cos.,Els músculs s'uneixen als ossos mitjançant tendons.
38,"Aquest sistema està format per les estructures encarregades de sostenir i originar els moviments del cos i el constitueixen dos sistemes. * Sistema ossi: És l'element passiu, està format pels ossos, els cartílags i els lligaments articulars.","El sistema muscular està format per més de 600 músculs que tenen com a propietat contraure's o relaxar-se; en fer-ho mouen els ossos i per tant, el cos."
38,Està format pel sistema osteoarticular i el sistema muscular (músculs i tendons que uneixen els ossos).,L'aparell locomotor està format per la musculatura o sistema muscular i per l'esquelet o sistema ossi.
39,"El planeta es va formar fa aproximadament 4.600 milions d'anys, i hi va aparèixer vida al cap de 1.000 milions d'anys.",Es creu que es van format al voltant de 4.600 milions d'anys enrere.
39,L'atmosfera de la Terra es compon majoritàriament de nitrogen i oxigen.,"De moment, és l'únic planeta amb vida, ja que té una densa atmosfera de nitrogen i oxigen."
39,"La Lluna vista des de la Terra, té la mateixa grandària angular que el Sol (el Sol és 400 vegades més gran, però està 400 vegades més lluny que la Lluna).",La Terra és el tercer planeta des del Sol en el Sistema Solar està orbitant entre Venus i Mart a una distància mitjana de 149.600.000 de km.
39,La Terra és el tercer planeta del sistema solar segons la seva proximitat al Sol i l'únic astre que se sap que té vida.,La Terra és el nostre planeta.
39,"Un planeta capaç de sostenir la vida és anomenat habitable, fins i tot si no se n'hi ha originat.",La Terra és l'únic planeta del qual s'ha sap que pot mantenir éssers vius.
40,Això allibera energia que fuig de la superfície del Sol com a llum.,"Vist des de la Terra, el Sol apareix com un cercle de llum en el cel."
40,La Terra i tots els altres planetes del sistema solar giren al seu voltant.,"El Sol és l'estrella al voltant de la qual la Terra, i tot el Sistema Solar orbita."
40,La majoria de les fonts d'energia emprades per l'ésser humà deriven indirectament del Sol.,"La major part de les formes d'energia a la Terra es deuen al Sol, la seva llum i escalfor."
40,"Vist des de la Terra mentre orbita al voltant del Sol, el període de rotació aparent del Sol al seu equador és d'uns 28 dies.",La rotació de la Terra al voltant de si mateix fa que sembli que el Sol gira al voltant de la Terra.
41,El clima tropical és un tipus de clima que correspon a l'estat mitjà de l'atmosfera en les zones tropicals.,El clima tropical és el clima que hi ha a les zones del planeta situades entre els tròpics de la Terra.
41,En els climes tropicals sempre hi ha una estació seca (amb altes temperatures i poca o nul·la pluviometria) i una estació humida (també càlida i amb precipitacions que superen l'evapotranspiració).,"Durant l'any hi ha només dues estacions: l'estació seca i l'estació humida, i canvien de cop."
41,"Les altes temperatures caracteritzen els climes tropicals, ja que tots els mesos de l'any tenen temperatures mitjanes superiors als 18 °C i no hi ha glaçades.","La gent que viu a zones tropicals, no tenen un clima d'hivern com el nostre, ja que les temperatures són molt altes (no baixen de 18 graus)."
42,"Així, la cultura està determinada per la forma en la qual el grup humà aprofita el seu entorn.",La cultura és la manera com les persones viuen.
42,"Cada grup té les seves pròpies tradicions socials, venatòries, alimentàries, sexuals, instrumentals, etc. … La cultura és tan important per als ximpanzés, que tots els intents de reintroduir en la selva als ximpanzés criats en captivitat fracassen lamentablement.",Cada grup de gent té la seva pròpia cultura.
42,Mosterín defineix la cultura com la informació transmesa per aprenentatge social entre animals de la mateixa espècie.,"Els pares són els que expliquen la seva cultura als fills, de manera que els fills tindran la mateixa cultura que els pares."
43,"Descobriment d'Amèrica i la colonització Els primers europeus que van arribar a Amèrica van ser els vikings, els quals van establir una colònia de poca duració a Terranova.","La primera persona d'Europa que va descobrir Amèrica va ser el víking Erik el Vermell, el pare de Leif Eriksson."
44,"Amb una superfície de 2.766.890 km², l'Argentina és el vuitè país més gran del món, tot i que reclama 969.464 km² de l'Antàrtida Argentina, en conflicte amb els territoris reclamats per Xile i el Regne Unit.",Té una superfície de 2.766.890 km i una població de 43.131.966 milions d'habitants.
44,"LArgentina, oficialment la República Argentina, és un Estat sobirà de l'Amèrica del Sud organitzat com a república representativa i federal, integrat per vint-i-tres províncies i una ciutat autònoma, Buenos Aires, la qual és la capital.","Argentina, oficialment la República Argentina, és un Estat d'Amèrica del Sud. És una repúblicafederal, format per vint-i-tres províncies. La capital és Buenos Aires."
44,"Té una població de quaranta milions d'habitants, el que el 1999 en feia el quart país castellanoparlant més poblat del món, després de Mèxic, Espanya i Colòmbia.","És el quart país on es parla castellà més gran del món, després de Mèxic, Espanya i Colòmbia."
45,"Bolívia o lEstat Plurinacional de Bolívia (, o Buliwya, ) -en castellà i oficialment, Estado Plurinacional de Bolivia (anomenat fins al 2009 República de Bolívia)- és un dels dos únics estats de l'Amèrica del Sud sense sortida a l'oceà, i a més és una de les regions més altes del món.","Bolívia és un estat d'Amèrica del Sud. És un dels dos únics estats d'Amèrica del Sud que no tenen mar. A més, és un dels països més pobres del món i està en un dels llocs més alts del món."
45,L'any 2007 es va redactar la nova constitució boliviana.,"↑ Constitució Política de l'Estat» (en castellà), 2009."
45,"La Constitució política de l'estat bolivià reconeix 37 idiomes oficials, incloent-hi a més del castellà tots els idiomes de les nacions indígenes originàries de Bolívia. El castellà és l'idioma oficial més parlat en tot el país segons el cens del 2001, per un 88,4% dels habitants com a llengua materna o segona llengua en algunes poblacions indígenes. Els documents legals i oficials de l'estat, incloent-hi la Constitució Política, les principals institucions privades i públiques, els mitjans de comunicació i les activitats comercials utilitzen aquest idioma. Tanmateix, els funcionaris públics han de parlar al costat del castellà almenys una llengua indígena.","« : Són idiomes oficials de l'estat el castellà i tots els idiomes de les nacions i pobles indígenes originaris, els quals són l'aimara, l'araona, el baure, el bèsir, el canichana, el cavineño, el cayubaba, el chácobo, el chimán, l'ese ejja, el guaraní, el guarasu'we, el guarayu, l'itonama, el leco, el machajuyai-kallawaya, el machineri, el maropa, el mojeñotrinitario, el mojeño-ignaciano, el moré, el mosetén, el movima, el pacawara, el puquina, el quítxua, el sirionó, el tacana, el tapiete, el toromona, l'uru-chipaya, el weenhayek, el yaminawa, el yuki, el yuracaré i el zamuco"
45,La capital oficial i seu del poder judicial és Sucre i la seu del govern (poder executiu i legislatiu) és La Paz.,"La seva capital és Sucre, però el govern està a la ciutat de La Paz."
45,"Limita al nord i a l'est amb les regions més selvàtiques del Brasil; al sud, amb el Paraguai i l'Argentina; al sud-oest, amb Xile; i a l'oest, amb el Perú.","Està al costat del Brasil, Paraguai, Argentina, Xile, Perú."
46,"Brunei és un estat asiàtic situat al nord de l'illa de Borneo que està envoltat pel territori malaisi de Sarawak excepte a la part nord, que toca al mar de la Xina Meridional.","Brunei és un estat d'Àsia. Està envoltat per Malàisia per tots els costats excepte el nord, que toca el Mar de la Xina Meridional."
46,"El soldà de Brunei, Hassanal Bolkiah, és considerat un dels homes més rics del món.",El cap d'estat de Brunei és un dels homes més rics del món.
46,L'Islam n'és la religió oficial i el sultà és el cap de la religió al país.,"La religió oficial del país és l'Islam, i la capital és Bandar Seri Begawan."
46,"Va ser un protectorat britànic des de 1888 fins a 1984, any que va obtenir la plena independència.","Va formar part de la Gran Bretanya, però l'any 1984 va separar-se."
47,"El Japó (en japonès 日本, Nihon o Nippon; oficialment 日本国, Nihon-koku o Nipon-koku o Estat del Japó) és un país insular de l'Àsia Oriental.",El Japó és un país situat a l'est d'Àsia.
47,"El Japó és el desè país més poblat del món, amb 128 milions d'habitants estimats el 2007.",Té més o menys 128.000.000 d'habitants i és el desè país amb més habitants del món.
47,La prefectura més gran és Hokkaido i la més petita és Osaka; la més poblada és Tòquio i la menys poblada és Tottori.,La seva capital és Tòquio.
47,"Les quatre illes principals, de nord a sud, són Hokkaido, Honshu, Shikoku i Kyushu.","El Japó té 3.400 illes, i les més grans són Honshu, Hokkaido, Kyushu i Shikoku."
48,"La de Malàisia oriental, per la seva banda, està situada a la zona septentrional de Borneo i limita al sud amb Indonèsia i al nord amb Brunei.",La part est del país està en una illa i fa frontera amb Indonèsia i Brunei.
48,La de la Malàisia peninsular es troba a la península Malàisia i limita al nord amb Tailàndia i al sud amb Singapur.,La part oest del país fa fontera amb Tailàndia i Singapur.
48,La seva capital és Kuala Lumpur però Putrajaya és la seu del seu govern.,"Té 13 estats, i la seva capital és Kuala Lumpur."
48,Malàisia és un estat federal de l'Àsia Sud-oriental.,Malàisia és un estat federal d'Àsia.
48,Té una població de trenta-dos milions d'habitants distribuïda en un territori dividit en dues regions pel Mar de la Xina Meridional.,"El seu territori està dividit en dues parts, separat pel Mar de la Xina."
48,És a prop de l'equador i el seu clima és tropical.,Al estar prop de l'ecuador el seu clima és tropical.
49,Romania és una república semipresidencialista.,Rumania és un país ubicat al mig d'Europa.
50,"Saint Kitts i Nevis (en anglès i oficialment Federation of Saint Kitts and Nevis) és un estat insular del Carib a les illes de Sotavent, constituït per les illes de Saint Kitts i Nevis.",Saint Kitts i Nevis 4 Dòlar del Carib Oriental Saint Christopher i Nevis (en anglès Saint Kitts i Nevis) és un estat d'Amèrica.
51,"El pic més alt és la muntanya Yu Shan (玉山Yùshān, muntanya de jade) que s'eleva a 3.952 metres.",La muntanya més alta és el cim de Yushan (3.952m).
51,"L'illa està coberta majoritàriament de muntanyes, però la part occidental és plana al centre i al sud.",El terreny taiwanès es divideix en dues parts: les planes a l'oest i la muntanya gairebé completament cobertes de boscos tropicals que ocupen gran part de les terres de l'est.
52,A més tindrà a la seva disposició dos àrbitres assistents o liniers per a ajudar-lo en la presa de decisions.,A més té dos àrbitres més que l'ajuden.
52,"Al el joc ja havia arribat a Anglaterra, però no fou fins al 1868 que The Football Association redactà les Regles del Futbol.","El joc va ser creat a Anglaterra després de la creació de la ""The Football Association""."
52,"Cada partit estarà controlat per un àrbitre principal designat per l'organització de la competició en qüestió, sent l'autoritat màxima del partit i l'encarregat de fer complir les regles de joc.",Cada partit està controlat per un àrbitre principal.
52,Cada un dels equips està format per un màxim d'onze jugadors i un mínim de set.,Cada equip està format per onze jugadors.
52,"Durant el partit es poden canviar aquests jugadors per uns altres, anomenats suplents, amb un màxim de recanvis segons la competició.","Durant el partit es poden canviar aquests jugadors per uns altres, els suplents."
52,"El 1903 es fundà la FIFA, que s'adherí al reglament vigent i des de llavors ha servit com a organisme rector de l'esport.","El futbol és controlat per la Fédération Internationale de Football Association (Federació Internacional del Futbol Associació), més coneguda com a FIFA."
52,"El futbol () o fútbal (ambdues de l'anglès football, literalment ""pilota de peu"") és un esport d'equip jugat entre dos equips d'onze jugadors amb una pilota esfèrica.",Futbol Pilota de futbol El futbol és un esport d'equip.
52,"L'objectiu del joc és introduir la pilota a dins de la porteria contrària (marcar un gol) més cops que el rival, impulsant-la amb el peu o qualsevol altra part del cos excepte les mans i braços.",L'objectiu del joc és fer gols a la porteria contrària.
52,"Té també un quart àrbitre a la seva disposició que és qui el corrobora, i a més controla els suplents i el cos tècnic. El quart àrbitre a més indica les substitucions i l'augment del temps reglamentari.","A més, hi ha un quart àrbitre que controla els suplents i els tècnics. És el que fa les substitucions i marca el temps extra."
52,"Un dels onze jugadors de cada equip, que rep el nom de porter, és l'únic que té permès tocar la pilota amb les mans, però només dins de l'àrea de penal.","Els porters són els únics jugadors que poden agafar la pilota amb les mans, la resta dels jugadors no la poden tocar amb les mans."
52,"És àmpliament considerat l'esport més popular del món, ja que el practiquen uns 270 milions de persones.",Es juga amb dos equips d'onze jugadors i és l'esport més popular del món.
53,"Un estil musical és una categoria que agrupa un cert nombre d'obres en funció de la seva sonoritat, del so que els imprimeixen els autors i els intèrprets, i que depèn tant dels efectius sonors -veus i instruments- que hi intervenen, com de les tècniques -d'interpretació i de composició- que s'han posat en joc.",La música és un art que agafa diferents sons i els fa sonar d'una manera que a la gent li agradi o li interessi.
54,"* El pedal de ressonància en ser trepitjat allibera els apagats de les cordes, la qual cosa permet que la nota segueixi sonant encara que s'hagi deixat de prémer la tecla, afegint a més una gran quantitat d'harmònics d'altres cordes que vibren per simpatia, augmentant d'aquesta manera el volum sonor i, si escau, barrejant notes, acords i harmonies diverses.","Mentre el pedal estigui premut, les tecles continuaran sonant encara que es deixin de prémer les tecles. Sordina: fa que les notes sonin més fluix."
54,"El piano, també anomenat pianoforte, és un instrument musical classificat com un instrument de teclat de corda percudida segons el sistema de classificació tradicional, i segons la classificació de Hornbostel-Sachs, pertany al grup 314.122 de les cítares amb ressonador de capsa, és a dir, fet a peces, com si fos una caixa.",Un piano és un instrument musical de teclat.
54,El pianoforte va ser un instrument inventat cap a l'any 1690 per l'italià Bartolomeo Cristofori.,Bartolomeu Cristofori va inventar el piano l'any 1700.
54,La persona que toca el piano rep el nom de pianista.,Les persones que toquen el piano es diuen pianistes.
54,"Pedals Un piano modern té tres pedals. A principis del , els pianos tenien tan sols el pedal de ressonància i el pedal una corda.","Pedals: els pianos petits en tenen 2, els més grans en tenen 3."
54,"Teclat Pràcticament tots els pianos moderns tenen 88 tecles, 36 negres i 52 blanques.","Teclat: té 88 tecles, algunes blanques i algunes negres."
55,"Instruments metàl·lics d'aquestes característiques ja es troba a l'antic Egipte, però els parents més propers de les actuals trompetes foren el salpinx, mena de trompeta curta dels grecs, o la tuba, trompeta llarga dels romans, ambdues destinades a un ús militar, així com en la gran trompeta sarraïna, importada pels croats.",Les primeres trompetes daten de l'Antiguitat.
55,"La trompeta és un instrument musical de vent, pertanyent a la família dels instruments de vent-metall o metalls, fabricat en un aliatge de metall.","Trompeta La trompeta és un instrument de vent, que pertany a la família dels llautons."
56,"El violí (etimologia: de l'italià Violino , diminutiu de viola ) és un instrument de corda fregada que té quatre cordes i és el més agut de la seva família.",Violí Un violí és un instrument de corda fregada.
56,"El violí té quatre cordes afinades per quintes: sol 2, re 3, la 3, mi 4.","Un violí té quatre cordes que fan les notes sol, re, la i mi."
57,"Alexandre III de Macedònia (grec antic: Αλέξανδρος ὁ Μακεδών, Aléxandros ho Makedon; nascut a Pel·la el 21 de juliol del 356 aC i mort a Babilònia el 10 de juny del 323 aC), conegut habitualment com a Alexandre el Gran o Alexandre Magne, fou un rei argèada del Regne de Macedònia, a l'antiga Grècia.",Alexandre el Gran (nascut el 21 de juliol de l'any 356 aC i mort a Babilònia el 13 de juny de 323 aC) va ser un rei de Macedònia des de l'any 336 fins a la seva mort.
57,Fou conqueridor de l'Imperi Persa i un dels líders militars més importants del món antic.,És un dels militars més importants perquè va conquerir l'Imperi Persa.
57,Va arribar a ser per poc de temps Filip III de Macedònia.,Quan va ser rei va rebre el nom d'Alexandre III de Macedònia.
58,"Al setembre de 1819 Andersen va decidir convertir-se en cantant d'òpera, i es va traslladar a Copenhaguen.","Als 14 anys va anar a Copenhagen, la capital de Dinamarca, per ser actor de teatre o ballarí."
58,Andersen sovint es va enamorar de dones inassequibles per a ell i moltes de les seves històries s'interpreten com al·lusions als seus fracassos sentimentals.,"Andersen va escriure moltes novel·les, llibres, contes i poemes."
58,"Històries com ""La reina de les neus"", ""La petita venedora de llumins"", ""L'aneguet lleig"", ""La Sireneta"", ""El vestit nou de l'emperador"", ""El soldadet de plom"" i ""La princesa i el pèsol"" segueixen sent populars i molt llegides.","Els més famosos són L'aneguet lleig, El vestit nou de l'emperador, La reina de la neu i molts d'altres."
58,"Tanmateix, a Hans Christian Andersen hom el coneix sobretot pels seus contes infantils, alguns inspirats en rondalles i llegendes nòrdiques, però la majoria inventats per ell i caracteritzats per una gran imaginació, humor i sensibilitat.",Hans Christian Andersen (1805 - 1875) va ser un escriptor danès.
59,"A l'edat de divuit anys, es va traslladar a Atenes per continuar la seva educació a l'Acadèmia platònica, i Plató va ser el seu mestre.",Als 18 anys va entrar a l'acadèmia de Plató d'Atenes.
59,"Aristòtil (Estagira, Grècia, 384 aC - Eubea, Grècia, 322 aC) va ser un filòsof de l'antiga Grècia.",Aristòtil (384 aC - 322 aC) va ser un filòsof grec.
59,"Dins la Poètica, va incloure la seva teoria sobre la literatura.",Els seus escrits van ser el primer sistema de filosofia.
59,"Poc després de la mort d'Hèrmies, executat per Mentor de Rodes, Aristòtil va ser convidat pel rei Filip II de Macedònia per convertir-se en el tutor del seu fill i hereu, Alexandre el Gran; era l'any -343 i es trasllada a viure dos anys a l'illa de Lesbos. Alexandre Magne i el Liceu Aristòtil va ser designat com a cap de la Reial Acadèmia de Macedònia.","Quan va sortir de l'acadèmia, als 37 anys, Felip de Macedònia va demanar-li que fes de professor a Alexandre el Gran."
60,"A més, durant aquest període, també va fer moltes gravacions de manera independent amb els arranjaments d'un vell amic de Nova Orleans, el pianista Clarence Williams, com per exemple els duets amb el seu ""rival"" musical Sidney Bechet, i la sèrie d'acompanyaments amb els Blues Singers.",Va fer molts discos del pianista Clarence Williams.
60,"Durant els següents trenta anys, Armstrong va arribar a actuar una mitjana de tres-centes vegades per any.","Durant els següents trenta anys, va fer 300 concerts."
60,"El 1922, Armstrong junt amb el també trompeta Tommy Ladnier es va unir a l'èxode de músics del delta del Mississipi cap a Chicago, on va anar convidat per Joe King Oliver per a incorporar-se a la seva Creole Jazz Band com a segon corneta.","El 1922, va marxar de Nova Orleans cap a Chicago per tornar a unir-se a la Creole Jazz Band, i va anar a Nova York per tocar amb l'orquestra de Fletcher Henderson."
60,"El 1964, Armstrong va gravar el que seria el seu tema més venut: Hello, Dolly.","El 1964 enregistra el senzill més famós i venut d'ell, Hello, Dolly."
60,"En la seva família no existien antecedents musicals, i el seu interès per la música va sorgir veient i escoltant aquestes bandes de música, que habitualment desfilaven per les avingudes de Nova Orleans.",Va aprendre a tocar la trompeta i la va tocar a les bandes de música i als vaixells de la Nova Orleans.
60,"Però un segon atac de cor el 1971, el va obligar a fer repòs durant dos mesos.",Va morir el 1971 a causa d'un atac cardíac.
60,"Quan Joe Oliver abandonà Nova Orleans l'any 1919, Armstrong va ocupar el seu lloc a la banda de Kid Ory, que llavors era el grup de swing més important de la ciutat.","El 1919, va tenir lloc a l'orquestra de Kid Ori."
60,"Va néixer en una família molt pobra i va viure la seva infantesa i joventut en un barri marginal de Nova Orleans. El seu pare, William Armstrong (1881-1922), va abandonar-los quan ell encara era un nen.",Louis Armstrong va viure una infància difícil perquè la seva família no tenia diners.
61,Aquest principi planteja que tot cos submergit en un fluid experimenta una empenta vertical i cap amunt igual al pes de fluid que desallotja.,"Aquest principi diu que si es posa un objecte en un líquid, aquest objecte rebrà una força de baix cap a dalt igual al pes del volum de l'espai que ocupa."
62,":En l'última fase de la seva vida, creà les darreres sonates per a piano, com lHammerklavier, opus 106, els últims quartets, la Gran Fuga per a corda, opus 133, la Missa Solemnis en re major i la Novena Simfonia, en l'últim moviment de la qual introdueix, per primer cop, la veu humana (amb text de Schiller).","Les últimes que va compondre van ser la Novena Simfonia, la Missa Solemnis, les Variacions Diabelli i la sonata per piano Hammerklavier."
62,Beethoven estava obsessionat a guanyar diners.,Durant els seus últims anys de vida Beethoven va tenir molts problemes amb els diners.
62,"En vèncer en els tribunals amb el cas de la custòdia, es va dedicar a la formació musical de Karl amb falses esperances, ja que el noi no tenia dots musicals. Un dels professors amb qui va comptar el seu nebot va ser Carl Czerny, que posteriorment va ser professor de Franz Liszt i abans havia estat alumne del mateix Beethoven.","A més, va intentar ensenyar música a Karl, el seu nebot."
63,"El resultat va ser la campanya de Bèlgica, que va concloure amb la derrota en la Batalla de Waterloo el 18 de juny de 1815.",Però l'any 1815 va perdre a la batalla de Waterloo i el van portar a l'illa de Santa Elena.
63,"Finalment va ser derrotat en la Batalla de Leipzig en Saxònia, l'octubre de 1813, i van emprendre la reeixida invasió de França el 1814, que va forçar a Napoleó a abdicar i va obrir el camí a la restauració dels Borbó.",L'any 1813 el van derrotar a prop de Leipzig i el 1814 va deixar de ser emperador.
63,"Napoleó va conquerir el Regne de Nàpols el 1806 i va nomenar rei el seu germà major, Josep; es va titular rei d'Itàlia (1805), va desintegrar les antigues Províncies Unides (hui Països Baixos), que el 1795 havia constituït com República de Batàvia, i va fundar el Regne d'Holanda, al capdavant del qual va situar el seu germà Lluís, i va establir la Confederació del Rin (que agrupava la majoria dels estats alemanys) que va quedar sota la seua protecció.",Napoleó Bonaparte (nascut a Ajaccio el 15 d'agost de 1769 i mort a Santa Elena el 5 de maig de 1821) va ser un emperador de França.
63,"Va escapar d'Elba el març de 1815, va arribar a França i va anar a París després que se li unissin les tropes enviades per capturar-lo, iniciant-se el període denominat Govern dels cent dies.",Uns dies després va tornar a França i durant cent dies va tornar a ser emperador.
64,"Això es desprèn de la lectura dels poemes dedicats a Vittoria, així com dels dibuixos i els versos que li va regalar, tots de temàtica religiosa: una Pietat, una Crucifixió i una Sagrada Família.","És conegut per les seves estàtues amb el nom de Pietà i David, i per les pintures de la capella Sixtina del Vaticà."
64,"Fitxer:StPetersDomePD.jpg|La cúpula de Sant Pere del Vaticà, dissenyada per Miquel Àngel Fitxer:Michelangelo Buonarotti, Plan for New Saint Peter's, Vatican.",També va dissenyar la cúpula de la Basílica de Sant Pere del Vaticà.
64,"Michelangelo di Lodovico Buonarroti Simoni (Caprese, 6 de març del 1475 - Roma, 18 de febrer del 1564), també conegut simplement com a Michelangelo o Miquel Àngel, va ser un escultor, pintor, poeta, escriptor i arquitecte del Renaixement.","Michelangelo Buonarroti (1475 - 1564) va ser un escultor, pintor, enginyer i poeta italià del renaixement."
64,"Va ser el segon de cinc fills, tots mascles, de Lodovico di Leonardo di Buonarroti di Simoni i de Francesca di Neri del Miniato di Siena.","El seu nom complet és Michelangelo di Lodovico Buonarroti Simoni, però tothom el coneix com a Michelangelo."
65,"Al mateix any 1894, Pierre Curie va entrar en la seva vida.",El 1894 va conèixer a Pierre Curie i el 1895 es va casar amb ell.
65,"El 19 d'abril de 1906 morí el seu marit Pierre Curie, en ser atropellat per un carruatge als carrers de París. Tot i que quedà molt afectada pel succés, continuà els seus treballs i assumí la càtedra del seu marit, el 5 de novembre de 1906,","El 1906, Pierre Curie va morir en un accident de trànsit, però Marie Curie va continuar investigant."
65,"L'octubre de 1891, davant la insistència de la seva germana i després de rebre una carta de Zorawski en la qual li notificava que trencava definitivament la relació amb ella, va decidir marxar a França.",Però el 1891 va marxar de Polònia per anar a viure a París.
65,"Maria Skłodowska va néixer el dia 7 de novembre de 1867 a Varsòvia, la capital de Polònia.",Marie va néixer a Varsòvia (a Polònia).
65,Premis Nobel El 10 de desembre de 1903 Marie i Pierre Curie van rebre una meitat del Premi Nobel de Física -ella fou la primera dona a rebre'l- «en reconeixement dels extraordinaris serveis rendits en les seues investigacions conjuntes sobre els fenòmens de radiació descoberts per Henri Becquerel».,"El 1911, Marie va aconseguir el Premi Nobel de química."
66,Biografia Einstein va néixer a Ulm (Baden-Württemberg) el 14 de març de 1879.,Albert Einstein (1879 - 1955) va ser un científic molt famós.
66,"El 1940, va rebre la ciutadania estatunidenca.",Llavors va agafar la nacionalitat suïssa i nord-americana.
66,"Mostra com una partícula amb massa té un tipus d'energia, ""energia en repòs"", diferent de les clàssiques energia cinètica i energia potencial.","Això significa que l'energia i la massa són el mateix, però en diferents formes."
67,"En aquesta època, la seva pintura es caracteritza per la presència de remolins, com es pot veure en una de les seves pintures més conegudes, La nit estelada.",Un dels seus quadres més coneguts és La nit estelada.
67,"La figura central en la vida de Van Gogh fou aquest germà, que contínuament i desinteressada li donà suport financer. La gran amistat que tota la vida els uní es troba documentada en les nombroses cartes que s'intercanviaren a partir de l'agost del 1872.",Autoretrat de Vincent van Gogh de l'any 1887.
67,"Tingué una gran influència en l'art del , especialment entre els fauvistes i els expressionistes alemanys.",Va ser un pintor molt important del segle XX.
67,Van Gogh fou un pioner de l'expressionisme.,Vincent van Gogh (1853 - 1890) va ser un pintoralemany postimpressionista.
68,"Ho odiava. Henry Stokes, el director de la King's School, va convèncer la seva mare que el tornés a enviar a l'escola per completar la seva educació.","Va estudiar a l'escola The King's School, i després laseva mare li va dir que volia que fos granger."
68,"Newton és l'autor dels Philosophiae Naturalis Principia Mathematica (Principis Matemàtics de la Filosofia Natural), publicat per primera vegada en 1687.",Isaac Newton (1643 - 1727) va ser un físic i matemàtic anglès.
68,"Va néixer el 25 de desembre del 1642, any en què també va morir Galileu (corresponent al 4 de gener del 1643 del nou calendari) a Woolsthorpe-by-Colsterworth, Lincolnshire, Anglaterra.",Va néixer a Lincolnshire (Anglaterra).
69,"El 1937, va pintar un dels seus quadres més famosos, el Guernica: és un al·legat contra la guerra i el terror infligit a la població civil durant el bombardeig aeri alemany sobre Guernica.",Va ser un pintor cubista.[nota 1] Les seves obres més conegudes són Les Demoiselles d'Avignon (1907) i Guernica (1937).
69,Picasso era un pintor molt avançat a la seva edat.,Pablo Picasso (1881 - 1973) va ser un pintor i escultor andalús.
